ITEMID;CATEGORY1;CATEGORY1_ID;CATEGORY2;CATEGORY2_ID;CATEGORY3;CATEGORY3_ID;CATEGORY4;CATEGORY4_ID;BRAND;ITEMCODE;ITEMNAME
176;Greengrocer / Produce;16117127;Fruit;23-612499117;Fresh;74-241296;Apple;155-24612331;ELMA;445;APPLE GOLDEN-STAR DOMESTIC
177;Greengrocer / Produce;16117127;Fruit;23-612499117;Fresh;74-241296;Grapes;155-1121126143;UZUM;446;GRAPE BLACK
178;Cleaning;246161229;Fragrances;15-609060112;Air Fresheners;88-185199;Air Fresheners;193-60239031;CARPEX;451;CARPEX TYPES AIR CONDITIONING FRAGRANCE OCEAN
179;Home;627999999;Electric-Electronic;17-24312460;Battery;35-20121599;Small Batteries;64-293816629;KODAK;452;BATTERY KODAK AAA*4 XTRALIFE ALKALINE THIN
180;Baby;262614;Clothing;12-70299929;Baby Clothing;23-2626;Knitwear;36-92272499;KOZA;453;KOZA CHILDREN'S COMBED COTTON BAXER
181;Home;627999999;Books-Magazines-Stationery;17-60299723;Stationery;37-14122124;Stationery Supplies;70-60239970;KIRTASIYELER;456;PRESENTATION FILE 60 PIECES
182;Toy;182825173;Educational Toys;25-43246023;Toys;78-18282517;Baby Toy;158-416611223;OYUNCAK;459;TOY RACKET SET
183;Greengrocer / Produce;16117127;Vegetable;23-10124443;Fresh;74-241296;Cucumber;155-101319731;SALATALIK;460;CUCUMBER NATIVE
184;Greengrocer / Produce;16117127;Vegetable;23-10124443;Fresh;74-241296;Cucumber;155-101319731;SALATALIK;461;CUCUMBER PICKLE
185;Greengrocer / Produce;16117127;Vegetable;23-10124443;Fresh;74-241296;Eggplant;156-92972923;PATLICAN;462;EGGPLANT PURPLE
186;Greengrocer / Produce;16117127;Fruit;23-612499117;Fresh;74-241296;Orange;114-92752323;PORTAKAL;463;ORANGE BED
187;Greengrocer / Produce;16117127;Fruit;23-612499117;Fresh;74-241296;Orange;114-92752323;PORTAKAL;464;ORANGE TOMSON SQUEEZE
188;Greengrocer / Produce;16117127;Fruit;23-612499117;Fresh;74-241296;Grapes;155-1121126143;UZUM;465;GRAPE IMPORT
189;Greengrocer / Produce;16117127;Fruit;23-612499117;Fresh;74-241296;Plum;155-24296075;ERIK;467;PLUM YELLOW
190;Greengrocer / Produce;16117127;Fruit;23-612499117;Fresh;74-241296;Apricot;114-609910129;KAYISI;468;APRICOT CAGALA
191;Greengrocer / Produce;16117127;Fruit;23-612499117;Fresh;74-241296;Apricot;114-609910129;KAYISI;469;APRICOT
192;Breakfast Products;14110271;Milk-Yogurt-Cheese;20-1011129754;Cheeses;59-2062817;String Cheeses;121-65922731;KARLIDAG;474;KARLIDAG CHEESE TONGUE KG
193;Food;8125199;Salt-Spices;18-971124354;Spices;46-21101;Coconut;80-56292338;NERGIS;476;BULK WALNUT 10 KG.
194;Food;8125199;Salt-Spices;18-971124354;Spices;46-21101;Thyme;96-60606029;NERGIS;477;CAST THYME 10 KG.
195;Food;8125199;Pastry-Sweets;18-1122731112;Cake Ingredients;47-2011616;Cake Decoration;101-9210123101;NERGIS;478;BULK CAKE DECORATION 10 KG.
196;Confectionery;22614621;Chewing Gum-Confectionery;27-101236029;Festive Confectionery;81-222128;Soft Candy;164-9910116660;KENT;480;MR. DRY. KENT TOFFE DROP KG
197;Confectionery;22614621;Chewing Gum-Confectionery;27-101236029;Festive Confectionery;81-222128;Soft Candy;164-9910116660;KENT;481;MR. DRY. KENT ELEGANT PORT.*1*
198;Confectionery;22614621;Chewing Gum-Confectionery;27-101236029;Festive Confectionery;81-222128;Gift Candy;165-29616024;SOLEN;484;MR. DRY. SOLEN VITAL HAZELNUT KG
199;Breakfast Products;14110271;Bakery Products;20-1122731112;Phyllo Dough;61-2825714;For Pastry;126-4756029;NERGIS;485;NARCISSUS PHYLLO KG
200;Greengrocer / Produce;16117127;Vegetable;23-10124443;Fresh;74-241296;Pepper;87-447524;BIBER;496;MYRTLE PEPPER CHARLI
201;Greengrocer / Produce;16117127;Vegetable;23-10124443;Fresh;74-241296;Pepper;87-447524;BIBER;497;PEPPER GREEN HOT
202;Food;8125199;Biscuits-Snacks;18-42910160;Nuts;41-14252528;Other Nuts;84-657511299;NEFISO;498;NEF.31.CASHEW NUTS 1 KG
203;Breakfast Products;14110271;Milk-Yogurt-Cheese;20-1011129754;Cheeses;59-2062817;White Cheeses;121-4432429;EKICI;503;EKICI FULL FAT CHEESE 10 KG
204;Food;8125199;Ready Meal-Canned-Sauce;18-56234329;Pickles;44-24252122;Bulk Rosemary;94-65242975;MEVSIM;505;SEASON ROSEMARY PICKLE KG
205;Confectionery;22614621;Chewing Gum-Confectionery;27-101236029;Festive Confectionery;81-222128;Gift Candy;165-29616024;SOLEN;507;MR. DRY. SOLEN VITAL A.PISTACHIO KG
206;Confectionery;22614621;Chewing Gum-Confectionery;27-101236029;Festive Confectionery;81-222128;Soft Candy;164-9910116660;KENT;508;MR. DRY. KENT TOFF LEMON KG.
207;Greengrocer / Produce;16117127;Vegetable;23-10124443;Fresh;74-241296;Pepper;87-447524;BIBER;512;ELB. STUFFED PEPPERS
208;Meat-Chicken;62430241;Poultry;16-601126124;Chicken;73-20121512;Piece Thigh;154-9275234;MUDURNU;514;MUDURNU SOKLU TAB. BUT
209;Greengrocer / Produce;16117127;Vegetable;23-10124443;Fresh;74-241296;Cucumber;155-101319731;SALATALIK;515;ELB. CUCUMBER GHERKINS
210;Greengrocer / Produce;16117127;Fruit;23-612499117;Fresh;74-241296;Orange;114-92752323;PORTAKAL;525;ORANGE VALANCIA
211;Greengrocer / Produce;16117127;Fruit;23-612499117;Fresh;74-241296;Grapes;155-1121126143;UZUM;526;ÜZÜM KUŞ (IZMIR)
212;Greengrocer / Produce;16117127;Fruit;23-612499117;Fresh;74-241296;Grapes;155-1121126143;UZUM;527;GRAPE RAZAK
213;Greengrocer / Produce;16117127;Fruit;23-612499117;Fresh;74-241296;Mandarin;155-61272329;MANDALINA;529;TANGERINE KING KG
214;Greengrocer / Produce;16117127;Fruit;23-612499117;Fresh;74-241296;Mandarin;155-61272329;MANDALINA;530;TANGERINE RIZE
215;Greengrocer / Produce;16117127;Fruit;23-612499117;Fresh;74-241296;Mandarin;155-61272329;MANDALINA;531;TANGERINE BED
216;Meat-Chicken;62430241;Poultry;16-601126124;Chicken;73-20121512;Piece Breast;154-922390101;BANVIT;539;BANVIT PLATE TENDERLOIN BREAST KG
217;Confectionery;22614621;Chewing Gum-Confectionery;27-101236029;Festive Confectionery;81-222128;Gift Candy;165-29616024;KENT;547;MR. DRY. KENT DOLCE HAZELNUT STRAWBERRY
218;Confectionery;22614621;Chewing Gum-Confectionery;27-101236029;Festive Confectionery;81-222128;Gift Candy;165-29616024;ULKER;548;MR. DRY. ÜLKER HOBBY POURING
219;Confectionery;22614621;Chewing Gum-Confectionery;27-101236029;Festive Confectionery;81-222128;Soft Candy;164-9910116660;KENT;549;MR. DRY. KENT TOFF ORANGE KG.
220;Confectionery;22614621;Chewing Gum-Confectionery;27-101236029;Festive Confectionery;81-222128;Gift Candy;165-29616024;MABEL;552;MR. DRY. MABEL PYRAMID KG
221;Greengrocer / Produce;16117127;Vegetable;23-10124443;Fresh;74-241296;Onion;155-101702723;SOGAN;555;ONION ADAPAZARI WHITE
222;Meat-Chicken;62430241;Poultry;16-601126124;Chicken;73-20121512;Piece Tenderloin;154-922323101;BEYPILIC;558;BEYPILIÇ PLATE CHICKEN LADES KG
223;Food;8125199;Ready Meal-Canned-Sauce;18-56234329;Ready Meals;44-101286;Ready Chicken;89-56752938;GURME;566;GOURMET CHICKEN SCHNITZEL EKO 5000 GR
224;Meat-Chicken;62430241;Processed Meat;16-291013124;Salami;33-221151;Beef Salami;58-652716623;GURME;567;GOURMET HUNGARIAN SALAMI BATON
225;Greengrocer / Produce;16117127;Fruit;23-612499117;Fresh;74-241296;Pear;155-236197112;ARMUT;568;PEAR DEVECI 2ND PRICE
226;Confectionery;22614621;Chewing Gum-Confectionery;27-101236029;Festive Confectionery;81-222128;Gift Candy;165-29616024;ELIT;570;MR. DRY. ELITE KARECIK MIX
227;Greengrocer / Produce;16117127;Vegetable;23-10124443;Fresh;74-241296;Pepper;87-447524;BIBER;575;PEPPER GREEN
228;Greengrocer / Produce;16117127;Vegetable;23-10124443;Fresh;74-241296;Eggplant;156-92972923;PATLICAN;576;EGGPLANT
229;Greengrocer / Produce;16117127;Greens;23-992410129;Fresh;74-241296;Radish;155-977592112;TURP;577;RADISH VIZIER
230;Food;8125199;Salt-Spices;18-971124354;Meal Seasonings;46-286166;Meat Seasoning;98-241662338;NERGIS;592;BULK MEATBALL SPRING 10 KG.
231;Food;8125199;Salt-Spices;18-971124354;Spices;46-21101;Pine Nuts;96-65236029;NERGIS;593;CAST PINE NUTS 10 KG.
232;Confectionery;22614621;Chewing Gum-Confectionery;27-101236029;Festive Confectionery;81-222128;Gift Candy;165-29616024;ULKER;594;MR. DRY. ÜLKER SIRMA BUK.3 KG *1*
233;Meat-Chicken;62430241;Poultry;16-601126124;Chicken;73-20121512;Piece Grill;154-92234375;BANVIT;612;GRILLED DRUMSTICK WITH BANVIT PLATE
234;Breakfast Products;14110271;Milk-Yogurt-Cheese;20-1011129754;Cheeses;59-2062817;White Cheeses;121-4432429;KARLIDAG;615;KARLIDAG CHEESE SEMI-FAT KG
235;Breakfast Products;14110271;Milk-Yogurt-Cheese;20-1011129754;Cheeses;59-2062817;Village Cheeses;121-60922731;KARLIDAG;616;KARLIDAG CHEESE PASTEURIZED DOMESTIC KG
236;Food;8125199;Salt-Spices;18-971124354;Spices;46-21101;Sweet Chili Powder;96-9729904;NERGIS;619;SWEET PEPPER POWDER 1 KG
237;Confectionery;22614621;Chewing Gum-Confectionery;27-101236029;Festive Confectionery;81-222128;Gift Candy;165-29616024;MABEL;621;MR. DRY. MABEL TWIN NEAPOLITAN 3 KG
238;Confectionery;22614621;Chewing Gum-Confectionery;27-101236029;Festive Confectionery;81-222128;Soft Candy;164-9910116660;SOLEN;622;MR. DRY. SOLEN BUTIK BON. MILK
239;Confectionery;22614621;Chewing Gum-Confectionery;27-101236029;Festive Confectionery;81-222128;Gift Candy;165-29616024;SOLEN;623;MR. DRY. SOLEN MAX BAR KG
240;Meat-Chicken;62430241;Poultry;16-601126124;Chicken;73-20121512;Piece Gizzard (Stomach);154-92232329;BEYPILIC;625;BEYPILIÇ PLATE GIZZARD KG
241;Confectionery;22614621;Chewing Gum-Confectionery;27-101236029;Festive Confectionery;81-222128;Gift Candy;165-29616024;ELIT;627;MR. DRY. ELITE BOHEMIAN SAR. WHITE CIK. KG
242;Confectionery;22614621;Chewing Gum-Confectionery;27-101236029;Festive Confectionery;81-222128;Gift Candy;165-29616024;SOLEN;628;MR. DRY. ŞÖLEN BOUTIQUE C.TAT WATERMELON STRAWBERRY*4*
243;Confectionery;22614621;Chewing Gum-Confectionery;27-101236029;Festive Confectionery;81-222128;Gift Candy;165-29616024;SOLEN;629;MR. DRY. SOLEN BOUTIQUE JELLY BLACKBERRIES
244;Confectionery;22614621;Chewing Gum-Confectionery;27-101236029;Festive Confectionery;81-222128;Gift Candy;165-29616024;SOLEN;630;MR. DRY. SOLEN BOUTIQUE JELLY PEACH
245;Greengrocer / Produce;16117127;Vegetable;23-10124443;Fresh;74-241296;Pepper;87-447524;BIBER;631;GOLBASI ORNAMENTAL PEPPER
246;Greengrocer / Produce;16117127;Vegetable;23-10124443;Fresh;74-241296;Pepper;87-447524;BIBER;632;YEMEKH. STUFFED PEPPERS
247;Meat-Chicken;62430241;Processed Meat;16-291013124;Roasted Meat;33-1412725;Bulk;40-65602461;NERGIS;633;ROASTED DAFFODILS (SLICED) KG.
248;Breakfast Products;14110271;Eggs-Olives;20-9911261112;Olive;62-2962824;Bulk Black;128-65242956;MARMARA BIRLIK;637;GEMLIK SADDLE OLIVE XL (201-230) KG.*10*
249;Greengrocer / Produce;16117127;Greens;23-992410129;Fresh;74-241296;Lettuce;155-61753190;MAROL;638;ELB. MAROL CURLY
250;Breakfast Products;14110271;Milk-Yogurt-Cheese;20-1011129754;Cheeses;59-2062817;Special Cheeses;121-90432431;HATAY;639;LAMB HEAD CHEESE WITH BLACK CUMIN. KG
251;Meat-Chicken;62430241;Processed Meat;16-291013124;Salami;33-221151;Beef Salami;58-652716623;GURME;640;GOURMET HUNGARIAN SALAMI SLICED
252;Breakfast Products;14110271;Milk-Yogurt-Cheese;20-1011129754;Cheeses;59-2062817;White Cheeses;121-4432429;AYTAC;643;AYTAÇ KEVSER CHEESE SEMI-FAT KG
253;Meat-Chicken;62430241;Poultry;16-601126124;Chicken;73-20121512;Piece Gizzard;154-92232360;ERPILIC;645;ERPILIÇ TABAKLI TALEKS KG.
254;Greengrocer / Produce;16117127;Fruit;23-612499117;Fresh;74-241296;Orange;114-92752323;PORTAKAL;649;ORANGE YAFA
255;Greengrocer / Produce;16117127;Fruit;23-612499117;Fresh;74-241296;Apple;155-24612331;ELMA;650;APPLE GOLDEN GIANT
256;Greengrocer / Produce;16117127;Fruit;23-612499117;Fresh;74-241296;Grapes;155-1121126143;UZUM;652;GRAPE WHITE
257;Greengrocer / Produce;16117127;Fruit;23-612499117;Fresh;74-241296;Grapes;155-1121126143;UZUM;653;GRAPE RED
258;Greengrocer / Produce;16117127;Fruit;23-612499117;Fresh;74-241296;Mandarin;155-61272329;MANDALINA;656;TANGERINE
259;Greengrocer / Produce;16117127;Fruit;23-612499117;Fresh;74-241296;Plum;155-24296075;ERIK;657;ERIK CAN
260;Meat-Chicken;62430241;Poultry;16-601126124;Chicken;73-20121512;Piece Thigh;154-9275234;BANVIT;665;BANVIT PLATED HIP THIGH KG.
261;Meat-Chicken;62430241;Poultry;16-601126124;Chicken;73-20121512;Piece Sauced Chop;154-921019229;MUDURNU;666;PLATE CUTLETS WITH MUDURNU SAUCE
262;Confectionery;22614621;Chewing Gum-Confectionery;27-101236029;Festive Confectionery;81-222128;Gift Candy;165-29616024;ELIT;670;MR. DRY. ELIT H.WALNUT COCO 3 KG.
263;Confectionery;22614621;Chewing Gum-Confectionery;27-101236029;Festive Confectionery;81-222128;Soft Candy;164-9910116660;KENT;671;MR. DRY. KENT LEMONADE KG
264;Confectionery;22614621;Chewing Gum-Confectionery;27-101236029;Festive Confectionery;81-222128;Gift Candy;165-29616024;ULKER;672;MR. DRY. ULKER METRO 3.5 KG
265;Confectionery;22614621;Chewing Gum-Confectionery;27-101236029;Festive Confectionery;81-222128;Soft Candy;164-9910116660;KENT;673;MR. DRY. KENT ELEGANT STRAWBERRY *1*
266;Greengrocer / Produce;16117127;Fruit;23-612499117;Fresh;74-241296;Mandarin;155-61272329;MANDALINA;674;TANGERINE PEAR
267;Meat-Chicken;62430241;Poultry;16-601126124;Chicken;73-20121512;Piece Sauced Wing;154-921016023;MUDURNU;683;GRILLED WITH PLATE WITH MUDURNU SAUCE. WING
268;Meat-Chicken;62430241;Processed Meat;16-291013124;Sausage (Sucuk);33-2225325;Beef Sucuk;60-6527166112;PINAR;689;PINAR SAUSAGE OPEN KANGAL
269;Breakfast Products;14110271;Eggs-Olives;20-9911261112;Olive;62-2962824;Bulk Black;128-65242956;MARMARA BIRLIK;691;MAR. A. LUX. OLIVES. 3XS OIL. RAFT. (381-410)KG.
270;Breakfast Products;14110271;Milk-Yogurt-Cheese;20-1011129754;Cheeses;59-2062817;White Cheeses;121-4432429;KARLIDAG;692;KARLIDAG CHEESE FULL FAT KG
271;Breakfast Products;14110271;Milk-Yogurt-Cheese;20-1011129754;Cheeses;59-2062817;String Cheese;121-92239227;KARLIDAG;693;KARLIDAĞ FINGER CHEESE KG
272;Food;8125199;Salt-Spices;18-971124354;Spices;46-21101;Chili Flakes;96-923144;NERGIS;694;CALENDULA CHILI 1 KG
273;Greengrocer / Produce;16117127;Vegetable;23-10124443;Fresh;74-241296;Pepper;87-447524;BIBER;699;PEPPER RED
274;Greengrocer / Produce;16117127;Fruit;23-612499117;Fresh;74-241296;Grapes;155-1121126143;UZUM;702;GRAPE ELAZIG BLACK
275;Meat-Chicken;62430241;Poultry;16-601126124;Chicken;73-20121512;Piece Chop;154-92232990;BANVIT;709;BANVIT PLATE CHOPS KG.
276;Meat-Chicken;62430241;Poultry;16-601126124;Chicken;73-20121512;Piece Liver;154-92232975;MUDURNU;710;MUDURNU TABAKLI LIVER
277;Breakfast Products;14110271;Milk-Yogurt-Cheese;20-1011129754;Cheeses;59-2062817;White Cheeses;121-4432429;YORSAN;715;YORSAN FULL FAT CHEESE KG
278;Food;8125199;Salt-Spices;18-971124354;Spices;46-21101;Hot Chili Powder;96-23971664;NERGIS;716;CAST HOT RED PEPPER 10 KG.
279;Food;8125199;Salt-Spices;18-971124354;Spices;46-21101;Hot Chili Powder;96-23971664;NERGIS;717;DAFFODIL HOT PEPPER POWDER 1 KG
280;Confectionery;22614621;Chewing Gum-Confectionery;27-101236029;Festive Confectionery;81-222128;Soft Candy;164-9910116660;ULKER;719;MR. DRY. ÜLKER TOFF. MASTIC
281;Confectionery;22614621;Chewing Gum-Confectionery;27-101236029;Festive Confectionery;81-222128;Gift Candy;165-29616024;MABEL;720;MR. DRY. MABEL LABELED MADELEINE 3 KG
282;Confectionery;22614621;Chewing Gum-Confectionery;27-101236029;Festive Confectionery;81-222128;Soft Candy;164-9910116660;KENT;721;MR. DRY. KENT 4 KG ELEGANT DRIP COFFEE
283;Confectionery;22614621;Chewing Gum-Confectionery;27-101236029;Festive Confectionery;81-222128;Gift Candy;165-29616024;ULKER;723;MR. DRY. ÜLKER ECE HAZELNUT 6 KG *1*
284;Meat-Chicken;62430241;Poultry;16-601126124;Chicken;73-20121512;Piece Shank;154-92232760;BANVIT;725;SHANK WITH BANVIT PLATE KG.
285;Breakfast Products;14110271;Milk-Yogurt-Cheese;20-1011129754;Cheeses;59-2062817;Special Cheeses;121-90432431;KARLIDAG;728;PASTRY CHEESE
286;Confectionery;22614621;Chewing Gum-Confectionery;27-101236029;Festive Confectionery;81-222128;Soft Candy;164-9910116660;SOLEN;732;MR. DRY. FEAST BOUTIQUE CHOCOLATE. DOL. TOF.
287;Confectionery;22614621;Chewing Gum-Confectionery;27-101236029;Festive Confectionery;81-222128;Gift Candy;165-29616024;KENT;733;MR. DRY. KENT SESAMELI *1*
288;Confectionery;22614621;Chewing Gum-Confectionery;27-101236029;Festive Confectionery;81-222128;Soft Candy;164-9910116660;KENT;734;MR. DRY. KENT 1 KG ELEGANT LEMON *1*
289;Confectionery;22614621;Chewing Gum-Confectionery;27-101236029;Festive Confectionery;81-222128;Gift Candy;165-29616024;ULKER;735;MR. DRY. ÜLKER BONBON MILK KG.
290;Confectionery;22614621;Chewing Gum-Confectionery;27-101236029;Festive Confectionery;81-222128;Gift Candy;165-29616024;SOLEN;736;MR. DRY. SOLEN DIAMOND A.FIST8 KG*1*
291;Confectionery;22614621;Chewing Gum-Confectionery;27-101236029;Festive Confectionery;81-222128;Gift Candy;165-29616024;ELIT;738;MR. DRY. ELIT MILK CANDY 5 KG
292;Greengrocer / Produce;16117127;Fruit;23-612499117;Fresh;74-241296;Pear;155-236197112;ARMUT;740;ELB. ARMUT ANKARA
293;Breakfast Products;14110271;Milk-Yogurt-Cheese;20-1011129754;Cheeses;59-2062817;White Cheeses;121-4432429;TORUNOGLU;741;TORUNOĞLU CHEESE 1ST CLASS FAT KG
294;Greengrocer / Produce;16117127;Vegetable;23-10124443;Fresh;74-241296;Onion;155-101702723;SOGAN;748;GÖLBAŞI DRIED ONION PAK.
295;Greengrocer / Produce;16117127;Vegetable;23-10124443;Fresh;74-241296;Tomato;92-656197101;DOMATES;751;TOMATO BEE
296;Greengrocer / Produce;16117127;Vegetable;23-10124443;Fresh;74-241296;Pepper;87-447524;BIBER;752;PEPPER CHARLISTON
297;Greengrocer / Produce;16117127;Fruit;23-612499117;Fresh;74-241296;Apple;155-24612331;ELMA;753;APPLE GOLDEN
298;Greengrocer / Produce;16117127;Fruit;23-612499117;Fresh;74-241296;Apple;155-24612331;ELMA;754;APPLE SUMMER
299;Greengrocer / Produce;16117127;Fruit;23-612499117;Fresh;74-241296;Apple;155-24612331;ELMA;755;APPLE SLATURE
300;Greengrocer / Produce;16117127;Fruit;23-612499117;Fresh;74-241296;Grapes;155-1121126143;UZUM;756;GRAPE ISLAHIYE WHITE
301;Food;8125199;Biscuits-Snacks;18-42910160;Nuts;41-14252528;Other Nuts;84-657511299;NEFISO;762;NEF.20.MIXED 1 KG
302;Meat-Chicken;62430241;Poultry;16-601126124;Chicken;73-20121512;Piece Shank;154-92232760;MUDURNU;773;MUDURNU TANNED SHANK
303;Greengrocer / Produce;16117127;Fruit;23-612499117;Fresh;74-241296;Orange;114-92752323;PORTAKAL;775;ORANGE BLOOD
304;Greengrocer / Produce;16117127;Fruit;23-612499117;Fresh;74-241296;Grapes;155-1121126143;UZUM;777;GRAPE TARSUS
305;Greengrocer / Produce;16117127;Fruit;23-612499117;Fresh;74-241296;Pear;155-236197112;ARMUT;778;PEAR SANTA MARIA
306;Meat-Chicken;62430241;Poultry;16-601126124;Chicken;73-20121512;Whole Chickens;154-4272938;BANVIT;805;BANVIT FRESH CHICKEN IN BAGS KG.
307;Meat-Chicken;62430241;Poultry;16-601126124;Chicken;73-20121512;Piece Chop;154-92232990;MUDURNU;806;MUDURNU PLATE CUTLETS
308;Meat-Chicken;62430241;Processed Meat;16-291013124;Pastrami;33-2012224;Package;56-92609724;NERGIS;808;DAFFODIL BACON
309;Breakfast Products;14110271;Milk-Yogurt-Cheese;20-1011129754;Cheeses;59-2062817;White Cheeses;121-4432429;YORSAN;812;YORSAN Y. FAT CHEESE KG
310;Breakfast Products;14110271;Milk-Yogurt-Cheese;20-1011129754;Cheeses;59-2062817;Curd Cheeses;121-31922731;KARLIDAG;813;KARLIDAG CURD CHEESE KG
311;Food;8125199;Pastry-Sweets;18-1122731112;Cake Ingredients;47-2011616;Baking Powder & Vanilla Sugar;101-60752390;NERGIS;814;BULK BAKING SODA 10 KG.
312;Food;8125199;Salt-Spices;18-971124354;Spices;46-21101;Other Spices;96-65752375;NERGIS;815;DAFFODIL SWEET MIXED BAH.1 KG
313;Food;8125199;Salt-Spices;18-971124354;Spices;46-21101;Clove;96-60752729;NERGIS;816;CAST CLOVES 10 KG.
314;Confectionery;22614621;Chewing Gum-Confectionery;27-101236029;Festive Confectionery;81-222128;Gift Candy;165-29616024;KENT;818;MR. DRY. KENT CHOCOLATE 1 KG
315;Confectionery;22614621;Chewing Gum-Confectionery;27-101236029;Festive Confectionery;81-222128;Gift Candy;165-29616024;SOLEN;819;MR. DRY. SOLEN MILANGO HAZELNUT KG
316;Confectionery;22614621;Chewing Gum-Confectionery;27-101236029;Festive Confectionery;81-222128;Soft Candy;164-9910116660;SOLEN;820;MR. DRY. FÖLEN BUTIK ÇILEK DOL. TOF.
317;Confectionery;22614621;Chewing Gum-Confectionery;27-101236029;Festive Confectionery;81-222128;Gift Candy;165-29616024;ELIT;821;MR. DRY. ELITE FANTASY MINIBON KG
318;Confectionery;22614621;Chewing Gum-Confectionery;27-101236029;Festive Confectionery;81-222128;Soft Candy;164-9910116660;ULKER;822;MR. DRY. ÜLKER TOFF. LEMON KG.
319;Confectionery;22614621;Chewing Gum-Confectionery;27-101236029;Festive Confectionery;81-222128;Gift Candy;165-29616024;SOLEN;823;MR. DRY. SOLEN DIAMOND HAZELNUT
320;Meat-Chicken;62430241;Poultry;16-601126124;Chicken;73-20121512;Piece Gizzard (Stomach);154-92232329;MUDURNU;829;MUDURNU PLATE GIZZARD
321;Breakfast Products;14110271;Milk-Yogurt-Cheese;20-1011129754;Cheeses;59-2062817;Braided Cheeses;121-907570112;KARLIDAG;838;KARLIDAĞ CHEESE KNITTING KG
322;Confectionery;22614621;Chewing Gum-Confectionery;27-101236029;Festive Confectionery;81-222128;Gift Candy;165-29616024;SOLEN;839;MR. DRY. SOLEN TUAL GOLD FIND. 1 KG.
323;Greengrocer / Produce;16117127;Vegetable;23-10124443;Fresh;74-241296;Eggplant;156-92972923;PATLICAN;843;ELB. EGGPLANT
324;Breakfast Products;14110271;Milk-Yogurt-Cheese;20-1011129754;Cheeses;59-2062817;White Cheeses;121-4432429;TORUNOGLU;846;TORUNOĞLU CHEESE LUX VACUUM KG
325;Cosmetics;141829166;Personal Care;19-602910129;Skin Care;22-3121524;Beauty Soaps;33-70316023;NEUTROGENA;851;NEUT. SOAP 100 GR
326;Toy;182825173;Educational Toys;25-43246023;Toys;78-18282517;Baby Toy;158-416611223;OYUNCAK;857;TOY PIN DARTS KCK
